data.id,,kommentarnummer,analyse,post
1itdks0,135,136.0,0.0,1
1itdks0,136,137.0,1.0,1
1itdks0,137,138.0,1.0,1
1itdks0,138,139.0,0.0,1
1itdks0,139,140.0,0.0,1
1itdks0,140,141.0,0.0,1
1itdks0,141,142.0,0.0,1
1itdks0,142,143.0,0.0,1
1itdks0,143,144.0,0.0,1
1itdks0,144,145.0,0.0,1
1itdks0,145,146.0,0.0,1
1itdks0,146,147.0,0.0,1
1itdks0,147,148.0,1.0,1
1iw9atv,0,0.0,1.0,0
1iw9atv,1,1.0,0.0,0
1iw9atv,2,2.0,1.0,0
1iw9atv,3,3.0,0.0,0
1iw9atv,4,4.0,1.0,0
1iy40fx,0,0.0,1.0,1
1iy40fx,1,1.0,1.0,1
1iz0hqd,0,1.0,1.0,0
1iz0hqd,1,2.0,-1.0,0
1iz0hqd,2,3.0,0.0,0
1iz0hqd,3,4.0,1.0,0
1iz0hqd,4,5.0,-1.0,0
1iz0hqd,5,6.0,0.0,0
1iz0hqd,6,7.0,1.0,0
1iz0hqd,7,8.0,-1.0,0
1iz0hqd,8,9.0,0.0,0
1izkir9,0,0.0,0.0,0
1izkir9,1,1.0,0.0,0
1izkir9,2,2.0,0.0,0
1izkir9,3,3.0,0.0,0
1izkir9,4,4.0,0.0,0
1izkir9,5,5.0,0.0,0
1izkir9,6,6.0,0.0,0
1izkir9,7,7.0,0.0,0
1izkir9,8,8.0,0.0,0
1izkir9,9,9.0,0.0,0
1izkir9,10,10.0,0.0,0
1izkir9,11,11.0,1.0,0
1izkir9,12,12.0,1.0,0
1izkir9,13,13.0,1.0,0
1izkir9,14,14.0,0.0,0
1izkir9,15,15.0,0.0,0
1izkir9,16,16.0,1.0,0
1izkir9,17,17.0,0.0,0
1izkir9,18,18.0,0.0,0
1izkir9,19,19.0,0.0,0
1izkir9,20,20.0,0.0,0
1izkir9,21,21.0,0.0,0
1izkir9,22,22.0,-1.0,0
1izkir9,23,23.0,1.0,0
1izkir9,24,24.0,0.0,0
1izkir9,25,25.0,0.0,0
1izkir9,26,26.0,0.0,0
1izkir9,27,27.0,0.0,0
1izkir9,28,28.0,0.0,0
1izkir9,29,29.0,-1.0,0
1izkir9,30,30.0,0.0,0
1izkir9,31,31.0,-1.0,0
1izkir9,32,32.0,0.0,0
1izkir9,33,33.0,1.0,0
1izkir9,34,34.0,-1.0,0
1izkir9,35,35.0,1.0,0
1izkir9,36,36.0,1.0,0
1izkir9,37,37.0,-1.0,0
1izkir9,38,38.0,0.0,0
1izkir9,39,39.0,1.0,0
1izkir9,40,40.0,0.0,0
1izkir9,41,41.0,0.0,0
1izkir9,42,42.0,0.0,0
1izkir9,43,43.0,1.0,0
1izkir9,44,44.0,0.0,0
1izkir9,45,45.0,-1.0,0
1izkir9,46,46.0,-1.0,0
1izkir9,47,47.0,0.0,0
1izkir9,48,48.0,0.0,0
1izkir9,49,49.0,0.0,0
1izkir9,50,50.0,-1.0,0
1izkir9,51,51.0,0.0,0
1izkir9,52,52.0,0.0,0
1izkir9,53,53.0,0.0,0
1izkir9,54,54.0,0.0,0
1izkir9,55,55.0,0.0,0
1izkir9,56,56.0,0.0,0
1izkir9,57,57.0,1.0,0
1izkir9,58,58.0,0.0,0
1izkir9,59,59.0,0.0,0
1izkir9,60,60.0,0.0,0
1izkir9,61,61.0,0.0,0
1izkir9,62,62.0,0.0,0
1izkir9,63,63.0,1.0,0
1izkir9,64,64.0,0.0,0
1izkir9,65,65.0,0.0,0
1izkir9,66,66.0,0.0,0
1izkir9,67,67.0,1.0,0
1izkir9,68,68.0,0.0,0
1izkir9,69,69.0,0.0,0
1izkir9,70,70.0,0.0,0
1izkir9,71,71.0,0.0,0
1izkir9,72,72.0,0.0,0
1izkir9,73,73.0,0.0,0
1izkir9,74,74.0,1.0,0
1izkir9,75,75.0,0.0,0
1izkir9,76,76.0,0.0,0
1izkir9,77,77.0,0.0,0
1izkir9,78,78.0,1.0,0
1izkir9,79,79.0,0.0,0
1izkir9,80,80.0,1.0,0
1izkir9,81,81.0,1.0,0
1izkir9,82,82.0,1.0,0
1izkir9,83,83.0,1.0,0
1izkir9,84,84.0,1.0,0
1izkir9,85,85.0,1.0,0
1izkir9,86,86.0,0.0,0
1izkir9,87,87.0,0.0,0
1izkir9,88,88.0,1.0,0
1izkir9,89,89.0,1.0,0
1izkir9,90,90.0,1.0,0
1izkir9,91,91.0,1.0,0
1izkir9,92,92.0,1.0,0
1izkir9,93,93.0,0.0,0
1izkir9,94,94.0,0.0,0
1izkir9,95,95.0,0.0,0
1izkir9,96,96.0,1.0,0
1izkir9,97,97.0,1.0,0
1izkir9,98,98.0,0.0,0
1izkir9,99,99.0,1.0,0
1izkir9,100,100.0,0.0,0
1izkir9,101,101.0,1.0,0
1izkir9,102,102.0,1.0,0
1izkir9,103,103.0,-1.0,0
1izkir9,104,104.0,-1.0,0
1izkir9,105,105.0,0.0,0
1j02nm5,0,0.0,1.0,0
1j02nm5,1,1.0,1.0,0
1j02nm5,2,2.0,0.0,0
1j02nm5,3,3.0,1.0,0
1j02nm5,4,4.0,1.0,0
1j02nm5,5,5.0,0.0,0
1j02nm5,6,6.0,1.0,0
1j02nm5,7,7.0,0.0,0
1j02nm5,8,8.0,1.0,0
1j02nm5,9,9.0,0.0,0
1j02nm5,10,10.0,1.0,0
1j02nm5,11,11.0,1.0,0
1j02nm5,12,12.0,1.0,0
1j02nm5,13,13.0,-1.0,0
1j02nm5,14,14.0,-1.0,0
1j02nm5,15,15.0,0.0,0
1j02nm5,16,16.0,1.0,0
1j02nm5,17,17.0,1.0,0
1j02nm5,18,18.0,1.0,0
1j02nm5,19,19.0,1.0,0
1j02nm5,20,20.0,1.0,0
1j02nm5,21,21.0,1.0,0
1j02nm5,22,22.0,-1.0,0
1j02nm5,23,23.0,1.0,0
1j02nm5,24,24.0,1.0,0
1j02nm5,25,25.0,1.0,0
1j02nm5,26,26.0,1.0,0
1j02nm5,27,27.0,1.0,0
1j02nm5,28,28.0,-1.0,0
1j02nm5,29,29.0,0.0,0
1j02nm5,30,30.0,0.0,0
1j02nm5,31,31.0,0.0,0
1j02nm5,32,32.0,1.0,0
1j02nm5,33,33.0,0.0,0
1j02nm5,34,34.0,0.0,0
1j02nm5,35,35.0,1.0,0
1j02nm5,36,36.0,1.0,0
1j03lj8,0,0.0,0.0,0
1j03lj8,1,1.0,0.0,0
1j03lj8,2,2.0,0.0,0
1j03lj8,3,3.0,0.0,0
1j03lj8,4,4.0,0.0,0
1j03lj8,5,5.0,0.0,0
1j03lj8,6,6.0,0.0,0
1j03lj8,7,7.0,0.0,0
1j03lj8,8,8.0,0.0,0
1j03lj8,9,9.0,0.0,0
1j03lj8,10,10.0,0.0,0
1j03lj8,11,11.0,0.0,0
1j03lj8,12,12.0,0.0,0
1j03lj8,13,13.0,0.0,0
1j03lj8,14,14.0,0.0,0
1j03lj8,15,15.0,1.0,0
1j03lj8,16,16.0,0.0,0
1j03lj8,17,17.0,0.0,0
1j03lj8,18,18.0,0.0,0
1j03lj8,19,19.0,1.0,0
1j03lj8,20,20.0,0.0,0
1j03lj8,21,21.0,0.0,0
1j03lj8,22,22.0,0.0,0
1j03lj8,23,23.0,0.0,0
1j03lj8,24,24.0,0.0,0
1j03lj8,25,25.0,1.0,0
1j03lj8,26,26.0,1.0,0
1j03lj8,27,27.0,0.0,0
1j03lj8,28,28.0,0.0,0
1j03lj8,29,29.0,0.0,0
1j03lj8,30,30.0,0.0,0
1j03lj8,31,31.0,0.0,0
1j03lj8,32,32.0,1.0,0
1j03lj8,33,33.0,0.0,0
1j03lj8,34,34.0,0.0,0
1j03lj8,35,35.0,0.0,0
1j03lj8,36,36.0,0.0,0
1j03lj8,37,37.0,0.0,0
1j03lj8,38,38.0,-1.0,0
1j03lj8,39,39.0,-1.0,0
1j03lj8,40,40.0,0.0,0
1j03lj8,41,41.0,0.0,0
1j03lj8,42,42.0,-1.0,0
1j03lj8,43,43.0,-1.0,0
1j03lj8,44,44.0,-1.0,0
1j03lj8,45,45.0,0.0,0
1j4hds7,0,0.0,1.0,0
1j4hds7,1,1.0,-1.0,0
1j4hds7,2,2.0,-1.0,0
1j4hds7,3,3.0,-1.0,0
1j4hds7,4,4.0,0.0,0
1j4hds7,5,5.0,-1.0,0
1j4hds7,6,6.0,-1.0,0
1j4hds7,7,7.0,0.0,0
1j4hds7,8,8.0,-1.0,0
1j4hds7,9,9.0,-1.0,0
1j4hds7,10,10.0,-1.0,0
1j4hds7,11,11.0,0.0,0
1j4hds7,12,12.0,0.0,0
1j4hds7,13,13.0,0.0,0
1j4hds7,14,14.0,0.0,0
1j4hds7,15,15.0,-1.0,0
1j4hds7,16,16.0,-1.0,0
1j4hds7,17,17.0,0.0,0
1j4hds7,18,18.0,0.0,0
1j4hds7,19,19.0,-1.0,0
1j4hds7,20,20.0,-1.0,0
1j4hds7,21,21.0,0.0,0
1j4hds7,22,22.0,0.0,0
1j4hds7,23,23.0,0.0,0
1j4hds7,24,24.0,0.0,0
1j4hds7,25,25.0,1.0,0
1j4hds7,26,26.0,-1.0,0
1j4hds7,27,27.0,0.0,0
1j4hds7,28,28.0,0.0,0
1j4hds7,29,29.0,0.0,0
1j4hds7,30,30.0,0.0,0
1j4hds7,31,31.0,0.0,0
1j4hds7,32,32.0,0.0,0
1j4hds7,33,33.0,0.0,0
1j4hds7,34,34.0,-1.0,0
1j4hds7,35,35.0,0.0,0
1j55lo1,0,0.0,0.0,0
1j55lo1,1,1.0,-1.0,0
1j55lo1,2,2.0,0.0,0
1j55lo1,3,3.0,-1.0,0
1j55lo1,4,4.0,0.0,0
1j55lo1,5,5.0,0.0,0
1j55lo1,6,6.0,-1.0,0
1j55lo1,7,7.0,0.0,0
1j6nif6,0,0.0,-1.0,0
1j6nif6,1,1.0,1.0,0
1j6nif6,2,2.0,0.0,0
1j6nif6,3,3.0,0.0,0
1j6nif6,4,4.0,0.0,0
1j6nif6,5,5.0,1.0,0
1j6nif6,6,6.0,0.0,0
1j6nif6,7,7.0,-1.0,0
1j6nif6,8,8.0,1.0,0
1j6nif6,9,9.0,-1.0,0
1j6nif6,10,10.0,0.0,0
1j6nif6,11,11.0,-1.0,0
1j6nif6,12,12.0,0.0,0
1j6nif6,13,13.0,1.0,0
1j6nif6,14,14.0,-1.0,0
1j6nif6,15,15.0,0.0,0
1j6nif6,16,16.0,1.0,0
1j6nif6,17,17.0,0.0,0
1j6nif6,18,18.0,0.0,0
1j6nif6,19,19.0,0.0,0
1j6nif6,20,20.0,0.0,0
1j6nif6,21,21.0,0.0,0
1j6nif6,22,22.0,1.0,0
1j6nif6,23,23.0,0.0,0
1j6nif6,24,24.0,0.0,0
1j6nif6,25,25.0,1.0,0
1j6nif6,26,26.0,0.0,0
1j6nif6,27,27.0,0.0,0
1j6nif6,28,28.0,1.0,0
1j6nif6,29,29.0,0.0,0
1j6nif6,30,30.0,1.0,0
1j6nif6,31,31.0,0.0,0
1j6nif6,32,32.0,-1.0,0
1j6nif6,33,33.0,0.0,0
1j6nif6,34,34.0,0.0,0
1j6nif6,35,35.0,0.0,0
1j6nif6,36,36.0,0.0,0
1j6nif6,37,37.0,0.0,0
1j6nif6,38,38.0,0.0,0
1j6nif6,39,39.0,0.0,0
1j6nif6,40,40.0,0.0,0
1j6nif6,41,41.0,0.0,0
1j6nif6,42,42.0,0.0,0
1j6nif6,43,43.0,0.0,0
1j6nif6,44,44.0,0.0,0
1j6nif6,45,45.0,0.0,0
1j6nif6,46,46.0,0.0,0
1j6nif6,47,47.0,0.0,0
1j6nif6,48,48.0,0.0,0
1j75m82,0,0.0,0.0,0
1j75m82,1,1.0,0.0,0
1j75m82,2,2.0,-1.0,0
1j75m82,3,3.0,0.0,0
1j75m82,4,4.0,-1.0,0
1j75m82,5,5.0,0.0,0
1j75m82,6,6.0,0.0,0
1j75m82,7,7.0,-1.0,0
1j75m82,8,8.0,1.0,0
1j75m82,9,9.0,1.0,0
1j75m82,10,10.0,0.0,0
1j75m82,11,11.0,0.0,0
1j75m82,12,12.0,0.0,0
1j75m82,13,13.0,0.0,0
1j8mein,0,0.0,1.0,0
1j8mein,1,1.0,1.0,0
1j8mein,2,2.0,-1.0,0
1j8mein,3,3.0,1.0,0
1j8mein,4,4.0,0.0,0
1j8mein,5,5.0,1.0,0
1j8mein,6,6.0,0.0,0
1j8mein,7,7.0,1.0,0
1j8mein,8,8.0,-1.0,0
1j8mein,9,9.0,0.0,0
1j8mein,10,10.0,-1.0,0
1j8mein,11,11.0,-1.0,0
1j8mein,12,12.0,1.0,0
1j8mein,13,13.0,0.0,0
1j8mein,14,14.0,0.0,0
1j8mein,15,15.0,1.0,0
1j8mein,16,16.0,1.0,0
1j8mein,17,17.0,-1.0,0
1j8mein,18,18.0,0.0,0
1j8mein,19,19.0,0.0,0
1j8mein,20,20.0,-1.0,0
1j8mein,21,21.0,1.0,0
1j8mein,22,22.0,1.0,0
1j8mein,23,23.0,1.0,0
1j8mein,24,24.0,1.0,0
1j8mein,25,25.0,-1.0,0
1j8mein,26,26.0,1.0,0
1j8mein,27,27.0,1.0,0
1j8mein,28,28.0,0.0,0
1j8mein,29,29.0,0.0,0
1j8mein,30,30.0,0.0,0
1j8mein,31,31.0,1.0,0
1j8mein,32,32.0,0.0,0
1j8mein,33,33.0,0.0,0
1j8mein,34,34.0,1.0,0
1j8mein,35,35.0,0.0,0
1j8mein,36,36.0,1.0,0
1j8mein,37,37.0,1.0,0
1j8mein,38,38.0,1.0,0
1j8mein,39,39.0,0.0,0
1j8mein,40,40.0,0.0,0
1j8mein,41,41.0,1.0,0
1j8mein,42,42.0,1.0,0
1j8mein,43,43.0,1.0,0
1j8mein,44,44.0,1.0,0
1j8mein,45,45.0,0.0,0
1j8mein,46,46.0,1.0,0
1j8mein,47,47.0,1.0,0
1j8mein,48,48.0,1.0,0
1j8mein,49,49.0,0.0,0
1j8mein,50,50.0,-1.0,0
1j8mein,51,51.0,0.0,0
1j8mein,52,52.0,0.0,0
1j8mein,53,53.0,0.0,0
1j8mein,54,54.0,0.0,0
1j8mein,55,55.0,0.0,0
1j8mein,56,56.0,1.0,0
1j8mein,57,57.0,0.0,0
1j8mein,58,58.0,1.0,0
1j8mein,59,59.0,1.0,0
1j8mein,60,60.0,0.0,0
1j8mein,61,61.0,0.0,0
1j8mein,62,62.0,0.0,0
1j8mein,63,63.0,1.0,0
1j8mein,64,64.0,1.0,0
1j8mein,65,65.0,0.0,0
1j8mein,66,66.0,0.0,0
1j8mein,67,67.0,0.0,0
1j8mein,68,68.0,0.0,0
1j8mein,69,69.0,0.0,0
1j8mein,70,70.0,1.0,0
1j8mein,71,71.0,1.0,0
1j8mein,72,72.0,1.0,0
1j8mein,73,73.0,0.0,0
1j8n9bf,0,0.0,1.0,0
1j8n9bf,1,1.0,1.0,0
1j8n9bf,2,2.0,1.0,0
1j8n9bf,3,3.0,1.0,0
1j8n9bf,4,4.0,-1.0,0
1j8n9bf,5,5.0,1.0,0
1j8n9bf,6,7.0,1.0,0
1j8n9bf,7,8.0,0.0,0
1j8n9bf,8,9.0,0.0,0
1j8n9bf,9,10.0,1.0,0
1j8n9bf,10,11.0,0.0,0
1j8n9bf,11,12.0,0.0,0
1j8n9bf,12,13.0,0.0,0
1j8n9bf,13,14.0,0.0,0
1j8n9bf,14,15.0,0.0,0
1j8n9bf,15,16.0,0.0,0
1j8n9bf,16,17.0,0.0,0
1j8n9bf,17,18.0,0.0,0
1j8n9bf,18,19.0,0.0,0
1j8n9bf,19,20.0,0.0,0
1j8n9bf,20,22.0,0.0,0
1j8n9bf,21,23.0,0.0,0
1j8n9bf,22,24.0,0.0,0
1j8n9bf,23,25.0,0.0,0
1j8n9bf,24,26.0,1.0,0
1j8n9bf,25,27.0,1.0,0
1j8n9bf,26,28.0,1.0,0
1j8n9bf,27,29.0,-1.0,0
1j8n9bf,28,30.0,1.0,0
1j8n9bf,29,31.0,1.0,0
1j8n9bf,30,32.0,1.0,0
1j8n9bf,31,33.0,1.0,0
1j8n9bf,32,34.0,1.0,0
1j8n9bf,33,35.0,1.0,0
1j8n9bf,34,36.0,0.0,0
1j8n9bf,35,37.0,0.0,0
1j8n9bf,36,38.0,1.0,0
1j8n9bf,37,39.0,-1.0,0
1j8n9bf,38,40.0,1.0,0
1j8n9bf,39,41.0,-1.0,0
1j8n9bf,40,42.0,0.0,0
1j8n9bf,41,43.0,0.0,0
1j8n9bf,42,44.0,-1.0,0
1j8n9bf,43,45.0,-1.0,0
1j8n9bf,44,46.0,1.0,0
1j8n9bf,45,47.0,1.0,0
1j8n9bf,46,48.0,0.0,0
1j8n9bf,47,49.0,1.0,0
1j8n9bf,48,50.0,0.0,0
1j8n9bf,49,51.0,1.0,0
1j8n9bf,50,52.0,0.0,0
1j8n9bf,51,53.0,0.0,0
1j8n9bf,52,54.0,0.0,0
1j8n9bf,53,55.0,-1.0,0
1j8n9bf,54,56.0,0.0,0
1j8n9bf,55,57.0,1.0,0
1j8n9bf,56,58.0,-1.0,0
1j8n9bf,57,59.0,1.0,0
1j8n9bf,58,60.0,1.0,0
1j8n9bf,59,61.0,1.0,0
1j8n9bf,60,62.0,0.0,0
1j8n9bf,61,63.0,0.0,0
1j8n9bf,62,64.0,0.0,0
1j8n9bf,63,65.0,1.0,0
1j8n9bf,64,66.0,1.0,0
1j8n9bf,65,67.0,-1.0,0
1j8n9bf,66,68.0,1.0,0
1j8n9bf,67,69.0,1.0,0
1j8n9bf,68,70.0,1.0,0
1j8n9bf,69,71.0,1.0,0
1j8n9bf,70,72.0,0.0,0
1j8n9bf,71,73.0,0.0,0
1j8n9bf,72,74.0,1.0,0
1j8n9bf,73,75.0,1.0,0
1j8n9bf,74,76.0,0.0,0
1j8n9bf,75,77.0,0.0,0
1j8n9bf,76,78.0,0.0,0
1j8n9bf,77,79.0,1.0,0
1j8n9bf,78,80.0,1.0,0
1j8n9bf,79,81.0,1.0,0
1j8n9bf,80,82.0,1.0,0
1j8n9bf,81,83.0,1.0,0
1j8n9bf,82,84.0,1.0,0
1j8n9bf,83,85.0,0.0,0
1j8n9bf,84,86.0,1.0,0
1j8n9bf,85,87.0,0.0,0
1j8n9bf,86,88.0,0.0,0
1j8n9bf,87,89.0,0.0,0
1j8n9bf,88,90.0,0.0,0
1j8n9bf,89,91.0,0.0,0
1j8n9bf,90,92.0,0.0,0
1j8n9bf,91,93.0,1.0,0
1j8n9bf,92,94.0,1.0,0
1j8n9bf,93,95.0,1.0,0
1j8n9bf,94,96.0,1.0,0
1j8n9bf,95,97.0,0.0,0
1j8n9bf,96,98.0,0.0,0
1j8n9bf,97,99.0,0.0,0
1j8n9bf,98,100.0,1.0,0
1j8n9bf,99,101.0,-1.0,0
1j8n9bf,100,102.0,1.0,0
1j8n9bf,101,103.0,1.0,0
1j8n9bf,102,104.0,1.0,0
1j8n9bf,103,105.0,1.0,0
1j8n9bf,104,106.0,1.0,0
1j8n9bf,105,107.0,0.0,0
1j8n9bf,106,108.0,1.0,0
1j8n9bf,107,109.0,0.0,0
1j8n9bf,108,110.0,1.0,0
1j8n9bf,109,111.0,-1.0,0
1j8n9bf,110,112.0,0.0,0
1j8n9bf,111,113.0,-1.0,0
1j8n9bf,112,114.0,0.0,0
1j8n9bf,113,115.0,0.0,0
1j8n9bf,114,116.0,0.0,0
1j8n9bf,115,117.0,-1.0,0
1j8n9bf,116,118.0,0.0,0
1j8n9bf,117,119.0,0.0,0
1j8n9bf,118,120.0,-1.0,0
1j8n9bf,119,121.0,1.0,0
1j8n9bf,120,122.0,0.0,0
1j8n9bf,121,123.0,0.0,0
1j8n9bf,122,124.0,0.0,0
1j8n9bf,123,125.0,0.0,0
1j8n9bf,124,126.0,0.0,0
1j8n9bf,125,127.0,0.0,0
1j8n9bf,126,128.0,0.0,0
1j8n9bf,127,129.0,0.0,0
1j8n9bf,128,130.0,1.0,0
1j8n9bf,129,131.0,0.0,0
1j8n9bf,130,132.0,0.0,0
1j8n9bf,131,133.0,0.0,0
1j8n9bf,132,134.0,1.0,0
1j8n9bf,133,135.0,0.0,0
1j8n9bf,134,136.0,1.0,0
1j8n9bf,135,137.0,0.0,0
1j8n9bf,136,138.0,1.0,0
1j8n9bf,137,139.0,1.0,0
1j8n9bf,138,140.0,1.0,0
1j8n9bf,139,141.0,1.0,0
1j8n9bf,140,142.0,1.0,0
1j8n9bf,141,143.0,1.0,0
1j8n9bf,142,144.0,0.0,0
1j8n9bf,143,145.0,0.0,0
1j8n9bf,144,146.0,1.0,0
1j8n9bf,145,147.0,0.0,0
1j8n9bf,146,148.0,0.0,0
1j8n9bf,147,149.0,0.0,0
1j8n9bf,148,150.0,0.0,0
1j8n9bf,149,151.0,0.0,0
1j8n9bf,150,152.0,0.0,0
1j8n9bf,151,153.0,-1.0,0
1j8n9bf,152,154.0,0.0,0
1j8n9bf,153,155.0,-1.0,0
1j8n9bf,154,156.0,-1.0,0
1j8n9bf,155,157.0,0.0,0
1j8n9bf,156,158.0,1.0,0
1j8n9bf,157,159.0,0.0,0
1j8n9bf,158,160.0,1.0,0
1j8n9bf,159,161.0,1.0,0
1j8n9bf,160,162.0,1.0,0
1j8n9bf,161,163.0,1.0,0
1j8n9bf,162,164.0,1.0,0
1j8n9bf,163,165.0,1.0,0
1j8n9bf,164,166.0,1.0,0
1j8n9bf,165,167.0,1.0,0
1j8n9bf,166,168.0,1.0,0
1j8n9bf,167,169.0,1.0,0
1j8n9bf,168,170.0,1.0,0
1j8n9bf,169,171.0,0.0,0
1j8n9bf,170,172.0,0.0,0
1j8n9bf,171,173.0,0.0,0
1j8n9bf,172,174.0,0.0,0
1j8n9bf,173,175.0,0.0,0
1j8n9bf,174,176.0,0.0,0
1j8n9bf,175,177.0,0.0,0
1j8n9bf,176,178.0,0.0,0
1j8n9bf,177,179.0,0.0,0
1j8n9bf,178,180.0,0.0,0
1j8n9bf,179,181.0,0.0,0
1j8n9bf,180,182.0,0.0,0
1j8n9bf,181,183.0,0.0,0
1j8n9bf,182,184.0,0.0,0
1j8n9bf,183,185.0,0.0,0
1j8n9bf,184,186.0,0.0,0
1j8n9bf,185,187.0,0.0,0
1j8n9bf,186,188.0,0.0,0
1j8n9bf,187,189.0,0.0,0
1j8n9bf,188,190.0,0.0,0
1j8n9bf,189,191.0,0.0,0
1j8n9bf,190,192.0,0.0,0
1j8n9bf,191,193.0,0.0,0
1j8n9bf,192,194.0,0.0,0
1j8n9bf,193,195.0,1.0,0
1j9f7n3,0,0.0,0.0,0
1j9f7n3,1,1.0,0.0,0
1j9f7n3,2,2.0,0.0,0
1j9f7n3,3,3.0,-1.0,0
1j9f7n3,4,4.0,0.0,0
1j9f7n3,5,5.0,0.0,0
1j9f7n3,6,6.0,-1.0,0
1j9f7n3,7,7.0,-1.0,0
1j9f7n3,8,8.0,0.0,0
1j9f7n3,9,9.0,-1.0,0
1j9f7n3,10,10.0,0.0,0
1j9f7n3,11,11.0,-1.0,0
1j9f7n3,12,12.0,0.0,0
1j9f7n3,13,13.0,1.0,0
1j9f7n3,14,14.0,0.0,0
1j9f7n3,15,15.0,-1.0,0
1j9f7n3,16,16.0,0.0,0
1j9f7n3,17,17.0,1.0,0
1j9f7n3,18,18.0,0.0,0
1j9f7n3,19,19.0,0.0,0
1j9f7n3,20,20.0,0.0,0
1j9f7n3,21,21.0,0.0,0
1j9f7n3,22,22.0,-1.0,0
1j9f7n3,23,23.0,-1.0,0
1j9f7n3,24,24.0,-1.0,0
1j9f7n3,25,25.0,-1.0,0
1j9f7n3,26,26.0,1.0,0
1j9f7n3,27,27.0,0.0,0
1j9f7n3,28,28.0,0.0,0
1j9f7n3,29,29.0,0.0,0
1j9f7n3,30,30.0,0.0,0
1j9f7n3,31,31.0,0.0,0
1j9f7n3,32,32.0,0.0,0
1j9f7n3,33,33.0,0.0,0
1j9f7n3,34,34.0,0.0,0
1j9f7n3,35,35.0,0.0,0
1j9f7n3,36,36.0,0.0,0
1j9f7n3,37,37.0,0.0,0
1j9f7n3,38,38.0,1.0,0
1j9f7n3,39,39.0,-1.0,0
1j9f7n3,40,40.0,0.0,0
1j9f7n3,41,41.0,0.0,0
1j9f7n3,42,42.0,0.0,0
1j9f7n3,43,43.0,-1.0,0
1j9f7n3,44,44.0,1.0,0
1j9f7n3,45,45.0,0.0,0
1j9f7n3,46,46.0,0.0,0
1j9f7n3,47,47.0,-1.0,0
1j9f7n3,48,48.0,-1.0,0
1j9f7n3,49,49.0,1.0,0
1j9f7n3,50,50.0,1.0,0
1j9f7n3,51,51.0,1.0,0
1j9f7n3,52,52.0,0.0,0
1j9f7n3,53,53.0,0.0,0
1j9f7n3,54,54.0,-1.0,0
1j9f7n3,55,55.0,0.0,0
1j9f7n3,56,56.0,0.0,0
1j9f7n3,57,57.0,0.0,0
1j9f7n3,58,58.0,-1.0,0
1j9f7n3,59,59.0,0.0,0
1j9f7n3,60,60.0,0.0,0
1j9f7n3,61,61.0,-1.0,0
1j9f7n3,62,62.0,0.0,0
1j9f7n3,63,63.0,0.0,0
1j9f7n3,64,64.0,-1.0,0
1j9f7n3,65,65.0,0.0,0
1j9f7n3,66,66.0,0.0,0
1j9f7n3,67,67.0,1.0,0
1j9f7n3,68,68.0,-1.0,0
1j9f7n3,69,69.0,0.0,0
1j9f7n3,70,70.0,0.0,0
1j9f7n3,71,71.0,0.0,0
1j9f7n3,72,72.0,0.0,0
1j9f7n3,73,73.0,1.0,0
1j9f7n3,74,74.0,1.0,0
1j9f7n3,75,75.0,-1.0,0
1j9f7n3,76,76.0,0.0,0
1j9f7n3,77,77.0,1.0,0
1j9f7n3,78,78.0,0.0,0
1j9f7n3,79,79.0,0.0,0
1j9f7n3,80,80.0,0.0,0
1j9f7n3,81,81.0,-1.0,0
1j9f7n3,82,82.0,0.0,0
1j9f7n3,83,83.0,0.0,0
1j9f7n3,84,84.0,-1.0,0
1j9f7n3,85,85.0,0.0,0
1j9f7n3,86,86.0,1.0,0
1j9f7n3,87,87.0,0.0,0
1j9f7n3,88,88.0,0.0,0
1j9f7n3,89,89.0,0.0,0
1j9f7n3,90,90.0,0.0,0
1j9f7n3,91,91.0,0.0,0
1j9f7n3,92,92.0,-1.0,0
1j9f7n3,93,93.0,0.0,0
1j9f7n3,94,94.0,0.0,0
1j9f7n3,95,95.0,0.0,0
1j9f7n3,96,96.0,1.0,0
1j9f7n3,97,97.0,0.0,0
1j9f7n3,98,98.0,0.0,0
1j9f7n3,99,99.0,0.0,0
1j9f7n3,100,100.0,0.0,0
1j9f7n3,101,101.0,-1.0,0
1j9f7n3,102,102.0,-1.0,0
1j9f7n3,103,103.0,1.0,0
1j9f7n3,104,104.0,0.0,0
1j9f7n3,105,105.0,-1.0,0
1j9f7n3,106,106.0,-1.0,0
1j9f7n3,107,107.0,-1.0,0
1j9f7n3,108,108.0,-1.0,0
1j9f7n3,109,109.0,0.0,0
1j9f7n3,110,110.0,-1.0,0
1j9f7n3,111,111.0,0.0,0
1j9f7n3,112,112.0,1.0,0
1j9f7n3,113,113.0,0.0,0
1j9f7n3,114,114.0,-1.0,0
1j9f7n3,115,115.0,0.0,0
1j9f7n3,116,116.0,0.0,0
1j9f7n3,117,117.0,0.0,0
1j9f7n3,118,118.0,0.0,0
1j9f7n3,119,119.0,0.0,0
1j9f7n3,120,120.0,0.0,0
1j9f7n3,121,121.0,0.0,0
1j9f7n3,122,122.0,0.0,0
1j9f7n3,123,123.0,0.0,0
1j9f7n3,124,124.0,0.0,0
1j9f7n3,125,125.0,0.0,0
1j9f7n3,126,126.0,0.0,0
1j9f7n3,127,127.0,-1.0,0
1j9f7n3,128,128.0,-1.0,0
1j9f7n3,129,129.0,0.0,0
